datasetKey,nOccurrencesInDerivedDataset
617e46ec-f762-11e1-a439-00145eb45e9a,5
617fbd06-f762-11e1-a439-00145eb45e9a,4
6181d00a-f762-11e1-a439-00145eb45e9a,2
6183020e-f762-11e1-a439-00145eb45e9a,1
61843a52-f762-11e1-a439-00145eb45e9a,5
6189355c-f762-11e1-a439-00145eb45e9a,1
618a60a8-f762-11e1-a439-00145eb45e9a,3
618e7b34-f762-11e1-a439-00145eb45e9a,2
61939e52-f762-11e1-a439-00145eb45e9a,15
61961c0e-f762-11e1-a439-00145eb45e9a,3
619918a0-f762-11e1-a439-00145eb45e9a,6
619a472a-f762-11e1-a439-00145eb45e9a,6
619b7e4c-f762-11e1-a439-00145eb45e9a,1
619f5490-f762-11e1-a439-00145eb45e9a,1
61a0ad90-f762-11e1-a439-00145eb45e9a,1
61a22378-f762-11e1-a439-00145eb45e9a,5
61a4f6b6-f762-11e1-a439-00145eb45e9a,4
61a64322-f762-11e1-a439-00145eb45e9a,2
61a7b838-f762-11e1-a439-00145eb45e9a,1
61a9ca38-b62f-11e2-afcb-00145eb45e9a,1
61aa3630-f762-11e1-a439-00145eb45e9a,1
61ab6690-f762-11e1-a439-00145eb45e9a,22
61ac87be-f762-11e1-a439-00145eb45e9a,5
61ada4b4-f762-11e1-a439-00145eb45e9a,6
61aec72c-f762-11e1-a439-00145eb45e9a,2
61afe076-f762-11e1-a439-00145eb45e9a,1
61b102b2-f762-11e1-a439-00145eb45e9a,2
61b2264c-f762-11e1-a439-00145eb45e9a,3
61b3454a-f762-11e1-a439-00145eb45e9a,2
61b46c9a-f762-11e1-a439-00145eb45e9a,3
61b59ff2-f762-11e1-a439-00145eb45e9a,6
61b96218-f762-11e1-a439-00145eb45e9a,1
61be0dc2-f762-11e1-a439-00145eb45e9a,1
61c06cd4-f762-11e1-a439-00145eb45e9a,1
61c2c40c-f762-11e1-a439-00145eb45e9a,4
61c50f78-f762-11e1-a439-00145eb45e9a,3
61c88f72-f762-11e1-a439-00145eb45e9a,1
61d0a310-f762-11e1-a439-00145eb45e9a,3
61d2ee22-f762-11e1-a439-00145eb45e9a,2
61d9d71e-f762-11e1-a439-00145eb45e9a,1
61dba88c-f762-11e1-a439-00145eb45e9a,1
61ded8a4-f762-11e1-a439-00145eb45e9a,3
61e1f53e-f762-11e1-a439-00145eb45e9a,1
61e67a8c-f762-11e1-a439-00145eb45e9a,2
61e7b424-f762-11e1-a439-00145eb45e9a,1
61e9f5ae-f762-11e1-a439-00145eb45e9a,6
61eb198e-f762-11e1-a439-00145eb45e9a,3
61ec6578-f762-11e1-a439-00145eb45e9a,1
61edb464-f762-11e1-a439-00145eb45e9a,1
61f04620-f762-11e1-a439-00145eb45e9a,1
61f2c5a8-f762-11e1-a439-00145eb45e9a,14
61f41dfe-f762-11e1-a439-00145eb45e9a,1
61f6b230-f762-11e1-a439-00145eb45e9a,1
61fa0bd8-f762-11e1-a439-00145eb45e9a,1
61fb2be4-f762-11e1-a439-00145eb45e9a,2
61feb70a-f762-11e1-a439-00145eb45e9a,1
620122c4-f762-11e1-a439-00145eb45e9a,4
62036e26-f762-11e1-a439-00145eb45e9a,1
6207feb4-f762-11e1-a439-00145eb45e9a,1
620b61d0-f762-11e1-a439-00145eb45e9a,2
620c7d9a-f762-11e1-a439-00145eb45e9a,6
620eb664-f762-11e1-a439-00145eb45e9a,7
620fd832-f762-11e1-a439-00145eb45e9a,4
62132a6e-f762-11e1-a439-00145eb45e9a,1
6219dd46-f762-11e1-a439-00145eb45e9a,1
621c1d4a-f762-11e1-a439-00145eb45e9a,1
621d33ce-f762-11e1-a439-00145eb45e9a,1
621e5a10-f762-11e1-a439-00145eb45e9a,5
621fa58c-f762-11e1-a439-00145eb45e9a,1
6220d650-f762-11e1-a439-00145eb45e9a,15
62237748-f762-11e1-a439-00145eb45e9a,3
62249ae2-f762-11e1-a439-00145eb45e9a,1
6225b5f8-f762-11e1-a439-00145eb45e9a,6
62295492-f762-11e1-a439-00145eb45e9a,2
622aa1f8-f762-11e1-a439-00145eb45e9a,2
622bf4cc-f762-11e1-a439-00145eb45e9a,19
622d24dc-f762-11e1-a439-00145eb45e9a,1
6230a436-f762-11e1-a439-00145eb45e9a,3
6232fd76-f762-11e1-a439-00145eb45e9a,3
62343344-f762-11e1-a439-00145eb45e9a,1
6237c1e4-f762-11e1-a439-00145eb45e9a,2
623a1ba6-f762-11e1-a439-00145eb45e9a,1
623c709a-f762-11e1-a439-00145eb45e9a,1
623ecebc-f762-11e1-a439-00145eb45e9a,3
623ffe40-f762-11e1-a439-00145eb45e9a,2
62412f86-f762-11e1-a439-00145eb45e9a,6
624258b6-f762-11e1-a439-00145eb45e9a,2
62438092-f762-11e1-a439-00145eb45e9a,4
6244a53a-f762-11e1-a439-00145eb45e9a,3
62553bfc-f762-11e1-a439-00145eb45e9a,3
625c474e-f762-11e1-a439-00145eb45e9a,2
627826d0-f762-11e1-a439-00145eb45e9a,1
6281f26e-f762-11e1-a439-00145eb45e9a,3
62833278-f762-11e1-a439-00145eb45e9a,1
628c0696-f762-11e1-a439-00145eb45e9a,4
629befd5-fb45-4365-95c4-d07e72479b37,1174
629c30de-f762-11e1-a439-00145eb45e9a,4
629d61ac-f762-11e1-a439-00145eb45e9a,1
62a271ce-f762-11e1-a439-00145eb45e9a,1
62a3ac06-f762-11e1-a439-00145eb45e9a,1
62a4f78c-f762-11e1-a439-00145eb45e9a,1
62a8bfac-f762-11e1-a439-00145eb45e9a,1
62ab2fb2-f762-11e1-a439-00145eb45e9a,4
62ac7372-f762-11e1-a439-00145eb45e9a,1
62af133e-f762-11e1-a439-00145eb45e9a,2
62b04a74-f762-11e1-a439-00145eb45e9a,1
62b41822-5bdd-4aae-92e5-e013cf3bc8f1,953
62ba4998-f762-11e1-a439-00145eb45e9a,1
62bde850-f762-11e1-a439-00145eb45e9a,2
62bf2df0-f762-11e1-a439-00145eb45e9a,1
62c2f728-f762-11e1-a439-00145eb45e9a,2
62c57912-f762-11e1-a439-00145eb45e9a,3
62c6c79a-f762-11e1-a439-00145eb45e9a,3
62c9640a-f762-11e1-a439-00145eb45e9a,1
62ca9b9a-f762-11e1-a439-00145eb45e9a,2
62cbe734-f762-11e1-a439-00145eb45e9a,2
62ce8b92-f762-11e1-a439-00145eb45e9a,8
62cfcfa2-f762-11e1-a439-00145eb45e9a,1
62d243cc-f762-11e1-a439-00145eb45e9a,1
62d8988a-f762-11e1-a439-00145eb45e9a,28
62dd9ace-f762-11e1-a439-00145eb45e9a,1
62e673a6-f762-11e1-a439-00145eb45e9a,2
62e913cc-f762-11e1-a439-00145eb45e9a,1
62f8496e-f762-11e1-a439-00145eb45e9a,1
62fc2976-f762-11e1-a439-00145eb45e9a,1
63033bda-f762-11e1-a439-00145eb45e9a,1
63035610-b62f-11e2-afcb-00145eb45e9a,6
63098d6e-f762-11e1-a439-00145eb45e9a,2
6318161e-024b-4cf5-b08b-1ba1c98a5c51,144
6323a578-f762-11e1-a439-00145eb45e9a,1
6329f84c-f762-11e1-a439-00145eb45e9a,2
6331966a-f762-11e1-a439-00145eb45e9a,1
633d67ec-f762-11e1-a439-00145eb45e9a,2
6342b404-f762-11e1-a439-00145eb45e9a,1
6353f11a-f762-11e1-a439-00145eb45e9a,4
6360a554-f762-11e1-a439-00145eb45e9a,19
6367cfd2-f762-11e1-a439-00145eb45e9a,6
63692e5e-f762-11e1-a439-00145eb45e9a,4
636bdd34-f762-11e1-a439-00145eb45e9a,1
636e91aa-f762-11e1-a439-00145eb45e9a,31
636fde0c-f762-11e1-a439-00145eb45e9a,4
637136e4-f762-11e1-a439-00145eb45e9a,2
6372948a-f762-11e1-a439-00145eb45e9a,6
6373dcf0-f762-11e1-a439-00145eb45e9a,7
63752b14-f762-11e1-a439-00145eb45e9a,3
63767ffa-f762-11e1-a439-00145eb45e9a,4
6377d5bc-f762-11e1-a439-00145eb45e9a,1
637bc9ce-f762-11e1-a439-00145eb45e9a,1
637d1838-f762-11e1-a439-00145eb45e9a,2
638110a0-f762-11e1-a439-00145eb45e9a,15
6382673e-f762-11e1-a439-00145eb45e9a,1
6383ba1c-f762-11e1-a439-00145eb45e9a,15
63850264-f762-11e1-a439-00145eb45e9a,2
63864a2a-f762-11e1-a439-00145eb45e9a,2
63879c9a-f762-11e1-a439-00145eb45e9a,5
6388eabe-f762-11e1-a439-00145eb45e9a,1
638a47f6-f762-11e1-a439-00145eb45e9a,3
638b97dc-f762-11e1-a439-00145eb45e9a,3
638cedc6-f762-11e1-a439-00145eb45e9a,1
639e7857-14e9-4cc8-98c9-7af17484116f,103
63fce98c-f762-11e1-a439-00145eb45e9a,4
63ffb3ba-f762-11e1-a439-00145eb45e9a,1
64027802-f762-11e1-a439-00145eb45e9a,1
6403d346-f762-11e1-a439-00145eb45e9a,2
64053560-f762-11e1-a439-00145eb45e9a,3
640802ae-f762-11e1-a439-00145eb45e9a,16
6409578a-f762-11e1-a439-00145eb45e9a,3
640aa9c8-f762-11e1-a439-00145eb45e9a,2
640d4de0-f762-11e1-a439-00145eb45e9a,3
64100c74-f762-11e1-a439-00145eb45e9a,1
64116286-f762-11e1-a439-00145eb45e9a,1
6412c3c4-f762-11e1-a439-00145eb45e9a,35
64141e18-f762-11e1-a439-00145eb45e9a,8
64158744-f762-11e1-a439-00145eb45e9a,7
6416f084-f762-11e1-a439-00145eb45e9a,1
64183a5c-f762-11e1-a439-00145eb45e9a,2
641af544-f762-11e1-a439-00145eb45e9a,9
641c5150-f762-11e1-a439-00145eb45e9a,2
641dbefa-f762-11e1-a439-00145eb45e9a,2
642083a6-f762-11e1-a439-00145eb45e9a,7
6421e37c-f762-11e1-a439-00145eb45e9a,1
64232cbe-f762-11e1-a439-00145eb45e9a,4
64248c44-f762-11e1-a439-00145eb45e9a,3
6424b95e-eee2-41fc-9450-bac5d6767525,3
6425e954-f762-11e1-a439-00145eb45e9a,5
64273d68-f762-11e1-a439-00145eb45e9a,2
64289546-f762-11e1-a439-00145eb45e9a,1
6429f56c-f762-11e1-a439-00145eb45e9a,1
642b40f2-f762-11e1-a439-00145eb45e9a,2
642c898a-f762-11e1-a439-00145eb45e9a,9
642df734-f762-11e1-a439-00145eb45e9a,2
642f5c46-f762-11e1-a439-00145eb45e9a,4
6430b122-f762-11e1-a439-00145eb45e9a,4
643222be-f762-11e1-a439-00145eb45e9a,4
6436454c-f762-11e1-a439-00145eb45e9a,3
64379ea6-f762-11e1-a439-00145eb45e9a,2
6438f7b0-f762-11e1-a439-00145eb45e9a,1
644f3a9f-1bbc-4e9d-8fd6-6989eac05371,353
645fdc04-f762-11e1-a439-00145eb45e9a,1
64612a0a-f762-11e1-a439-00145eb45e9a,2
6463e498-f762-11e1-a439-00145eb45e9a,1
64654a36-f762-11e1-a439-00145eb45e9a,2
64708fe0-f762-11e1-a439-00145eb45e9a,1
6471efca-f762-11e1-a439-00145eb45e9a,1
647a6182-f762-11e1-a439-00145eb45e9a,5
647bb5aa-f762-11e1-a439-00145eb45e9a,4
64800c2c-f762-11e1-a439-00145eb45e9a,2
648c7c00-f762-11e1-a439-00145eb45e9a,8
649377bc-f762-11e1-a439-00145eb45e9a,1
649b99c4-f762-11e1-a439-00145eb45e9a,1
649d01d8-f762-11e1-a439-00145eb45e9a,2
649e5f4c-f762-11e1-a439-00145eb45e9a,10
64c316c6-3de1-4d3d-9fa1-84c5a19f2342,65
64dabd3c-4f34-4520-b9dd-d227a0bf1582,129575
6523d1dd-6116-42c7-a118-eb7cae79a84a,11
65d08ad7-7969-4041-b2d2-fdf50742e4d6,18
66178162-01dc-4133-9b3c-83265481c383,278
662a5899-42ba-4ca3-b075-c51d45516ba1,321
6647ca7e-cf35-4eb1-8b0c-b8756a1ba6bd,4
66bd3ed0-4fed-442c-ac0b-17c860583d43,4
66e0591c-cb2e-45b3-a6cd-6e44e1163a83,4
66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2,2
672303ae-0589-4308-9e34-5f386167e60e,270
675a1bfd-9bcc-46ea-a417-1f68f23a10f6,67
6791fdf5-e9c4-430e-ac48-a5791462a969,8
679ad77b-f317-4a1a-b26a-bdbc601a7e64,2
679c0376-3de3-4edb-98d2-32ac4a5dd503,4711
67bb72d9-267e-48fc-bb1c-858025c2f832,30
67f476e6-e50f-4976-9283-b2dd2aa1e556,16
67fabcac-a638-40a6-9bea-aeca8aced9f1,407059
68199ea2-0dfe-4e82-9439-7b13dd6840b6,18
682ad111-d16c-4a31-8044-b7977bc8904a,1380
688862fc-1545-483b-8349-9d7b4f787877,3
688e9ab9-d010-4691-96e0-80ca29323a57,11
689385b6-a672-4919-a4cc-3365c9d5aceb,1
68998c38-2d26-48b4-af53-d64dc4f7dee2,3
68ad7ec2-0f89-4d32-9ad2-650c88899eb8,469
68d15500-0e2d-11de-b8e6-b8a03c50a862,14
694b8003-0ee9-4360-982e-cb7dfb0cafe5,14
69f68599-681c-49b9-bf08-7613331d0323,120
6a122346-08b9-11e3-ab1f-00145eb45e9a,1243
6aa62933-35d4-4e74-af93-0fbc49655547,18586
6ac1d55a-ac4e-455b-b438-befaabe1d8fc,71
6ac3f774-d9fb-4796-b3e9-92bf6c81c084,21806
6aebb29a-4dcd-41cb-be99-e08865e422d8,1
6b3877d5-4869-43aa-af12-92c703fd5b6d,64
6b3902aa-7819-47d2-83b2-bb021611b900,37
6b9caef0-ebdb-4fbe-8655-095402ae0e69,2
6bbcb71c-42e7-40e7-bd02-b66d4e9a5c6e,1238
6bcfbc19-4a2a-496f-ae62-5dcb36e335fb,24
6be61052-e67e-4143-8c1a-5683d4d5da4e,592
6cbf7d4d-13cb-4604-8668-db68fe753349,210
6d28a527-bf84-4e58-b133-0e60987b5e7c,148
6d66d064-0f02-4441-95fc-a83840c7f8ff,127
6db17e9d-47d8-459e-8173-2d32ffa99470,57
6df4cdef-c55d-4a03-9055-3cbadcdd05aa,54
6e09f9dc-0bf2-4c20-8ff6-bd898bbc4831,126
6ebbf42d-fe33-4cbd-9a1a-c6045689e455,2
6ec0db76-23c5-44b5-80f8-ad7e2aa17773,171
6f0b28dc-60cf-4378-b0c4-c6c6979ffcbc,5790
6f6f97bf-b985-43ee-8be1-cd3c0666665f,394
6f7c417f-74df-4b7d-bce5-35a9ee9bc2a6,41
6f86b84a-4a96-4c56-905c-3bfdd6ca9023,15436
6fdbad67-9889-460e-ac2e-9731cdc14dd8,376
6fea96d6-e47f-4cd5-abcd-08235a8e26d7,7
70921b14-8ee5-47a0-aea4-679ac21e8196,1700
709b3aba-b05c-4741-9447-20f8b24330b7,2
710abb98-2f53-4ce8-9ebb-67bb558860b7,6
7120be6f-df47-49e5-aa87-2b982fa78cdf,14
71352dd0-f762-11e1-a439-00145eb45e9a,17
7137f448-f762-11e1-a439-00145eb45e9a,13
7139041c-bc5b-49fe-bda2-601dc00c9d19,1496
71395950-f762-11e1-a439-00145eb45e9a,3
713ac344-f762-11e1-a439-00145eb45e9a,6
713c2900-f762-11e1-a439-00145eb45e9a,84
713d9d94-f762-11e1-a439-00145eb45e9a,2
713ef310-f762-11e1-a439-00145eb45e9a,8
714057aa-f762-11e1-a439-00145eb45e9a,2
71488e8e-f762-11e1-a439-00145eb45e9a,1
7149e310-f762-11e1-a439-00145eb45e9a,2
714e00c6-f762-11e1-a439-00145eb45e9a,4
714f5cd2-f762-11e1-a439-00145eb45e9a,35
71538d48-f762-11e1-a439-00145eb45e9a,1
7154ea1c-f762-11e1-a439-00145eb45e9a,4
71565a8c-f762-11e1-a439-00145eb45e9a,7
715913c6-f762-11e1-a439-00145eb45e9a,1
715b162c-be00-4013-b1e1-0ad270e3c867,5
715e8a40-f762-11e1-a439-00145eb45e9a,22
715fe476-f762-11e1-a439-00145eb45e9a,3
71613c86-f762-11e1-a439-00145eb45e9a,10
71629374-f762-11e1-a439-00145eb45e9a,2
7163ec6a-f762-11e1-a439-00145eb45e9a,22
71655776-f762-11e1-a439-00145eb45e9a,4
7166b170-f762-11e1-a439-00145eb45e9a,12
716809e4-f762-11e1-a439-00145eb45e9a,2
71697324-f762-11e1-a439-00145eb45e9a,17
716fe722-f762-11e1-a439-00145eb45e9a,6
71712cae-f762-11e1-a439-00145eb45e9a,19
717269fc-f762-11e1-a439-00145eb45e9a,13
7179fd0c-f762-11e1-a439-00145eb45e9a,1
717b3a8c-f762-11e1-a439-00145eb45e9a,3
717c052a-3d7b-4d68-b09d-3ca95010164e,1
71819d5a-f762-11e1-a439-00145eb45e9a,17
71855b7a-f762-11e1-a439-00145eb45e9a,2
7186b4de-f762-11e1-a439-00145eb45e9a,6
718bc0aa-f762-11e1-a439-00145eb45e9a,1
718cfed4-f762-11e1-a439-00145eb45e9a,4
718e47da-f762-11e1-a439-00145eb45e9a,5
718f7ede-f762-11e1-a439-00145eb45e9a,20
7191f93e-f762-11e1-a439-00145eb45e9a,2
7193365a-f762-11e1-a439-00145eb45e9a,8
71958ad6-f762-11e1-a439-00145eb45e9a,2
719b6474-f762-11e1-a439-00145eb45e9a,2
719c947a-f762-11e1-a439-00145eb45e9a,2
719dc980-f762-11e1-a439-00145eb45e9a,1
719f0228-f762-11e1-a439-00145eb45e9a,2
71a161e4-f762-11e1-a439-00145eb45e9a,1
71a76bca-f762-11e1-a439-00145eb45e9a,5
71a9e86e-f762-11e1-a439-00145eb45e9a,1
71ac5248-f762-11e1-a439-00145eb45e9a,2
71ad9112-f762-11e1-a439-00145eb45e9a,1
71aec1b8-f762-11e1-a439-00145eb45e9a,2
71aff218-f762-11e1-a439-00145eb45e9a,3
71b1298a-f762-11e1-a439-00145eb45e9a,2
71b39dc8-f762-11e1-a439-00145eb45e9a,1
71b4e106-f762-11e1-a439-00145eb45e9a,6
71b747fc-f762-11e1-a439-00145eb45e9a,3
71b87690-f762-11e1-a439-00145eb45e9a,5
71b9a826-f762-11e1-a439-00145eb45e9a,3
71bade1c-f762-11e1-a439-00145eb45e9a,9
71bc1138-f762-11e1-a439-00145eb45e9a,2
71bc8e1a-0dbd-4a5f-8b3c-ef278252f6bb,1
71be8990-f762-11e1-a439-00145eb45e9a,1
71c10620-f762-11e1-a439-00145eb45e9a,1
71c38d3c-f762-11e1-a439-00145eb45e9a,3
71c63032-f762-11e1-a439-00145eb45e9a,5
71c75a52-f762-11e1-a439-00145eb45e9a,51
71cb1778-f762-11e1-a439-00145eb45e9a,3
720e07f4-d1a8-48cb-a6d2-f90968f34549,113
7247dc2e-b862-4555-b533-7701d183271b,8
72a85a13-37f3-4bbc-92f0-3ba8dbe7c3d0,123
72ae38f9-e9d0-4da6-bd29-cb76e41e5bcb,76
72b6bac4-3a93-491b-a931-cbd07bff5b39,8068
72b9e6cb-b0d2-4298-b4c5-4d270cd1b53f,17
72c4d3c6-5b8d-49f5-bfbe-febd53849588,5604
72d25812-af76-4ef0-9206-0f3c25d1aada,39
73393ec0-632e-4878-8077-76426fbeb9f1,1275
739cf09a-d05e-4241-91ba-418b756f3ed5,1
73c3ce16-26a7-4b91-ab5b-590a6ade5b22,41
73e2db01-1a15-4b66-95b9-a909ab0f69aa,25
73e5b51c-de49-41ed-a6d2-ff3d5206c424,12
740df67d-5663-41a2-9d12-33ec33876c47,394881
743071a4-0900-4f6a-8571-28ff62a1d9fa,3
7447a228-a4cf-414b-87e4-3aba15275580,3
744edc21-8dd2-474e-8a0b-b8c3d56a3c2d,296
751cac02-cee1-4712-ab40-da02d972a60c,24
752a8459-f10a-4133-aa21-4f55f8a27b73,59
7565c55d-9dc8-442d-95cf-19d5ebb3d2b0,43922
75956ee6-1a2b-4fa3-b3e8-ccda64ce6c2d,530730
75bfed9c-679d-4c8f-ab46-feb2eb98512a,30
765770cf-a2cf-4e5a-84e3-526a50754239,438
765feb50-40bd-4638-8e4f-a5f11b7a0676,5
76a657f1-c2b7-4be6-b822-1f8efccc5323,229
782fd5d4-c87c-427e-be3c-a3f2a201052b,25
7866051f-7d64-4db7-aece-99f259f6a0da,4
788439f0-3b56-11dc-8c19-b8a03c50a862,607
789d286b-73b7-4d8c-a8c6-7a2cfe84a576,12
78a54d64-5c90-4fcb-8047-7715595407ad,5
78ab5416-bf56-4714-a2bf-096b16f0e1d8,142
7998a4ff-a9f3-46b0-a291-55fe832b6522,5
79b52ea9-6834-4822-90f8-b4497c259783,3
79fc1860-6a73-41d9-8ed4-4e6baaf23d75,3
7a0fb075-53c5-470b-a1c9-579bb3147ddf,1
7a1e4274-f762-11e1-a439-00145eb45e9a,7419
7a2660bc-f762-11e1-a439-00145eb45e9a,1
7a3679ef-5582-4aaa-81f0-8c2545cafc81,405
7a449fb6-436d-40ab-8826-d65e6bef43fa,5
7a6a36d4-f762-11e1-a439-00145eb45e9a,18
7a6f4e94-f762-11e1-a439-00145eb45e9a,2
7a71dbbe-f762-11e1-a439-00145eb45e9a,1
7a75bd56-f762-11e1-a439-00145eb45e9a,3
7a78957a-ec61-4ff2-bd45-830006371692,26
7a813078-f762-11e1-a439-00145eb45e9a,1
7a8a2ad3-f09f-44b7-b6e6-c8df70030527,426
7a8bd8ec-3ba7-4c31-8753-7a6ef27fdc50,621
7a8cc046-f762-11e1-a439-00145eb45e9a,2
7a8e1086-f762-11e1-a439-00145eb45e9a,1
7a91d4d2-f762-11e1-a439-00145eb45e9a,2
7a96ecf6-f762-11e1-a439-00145eb45e9a,6
7aa6487c-f762-11e1-a439-00145eb45e9a,4
7aa7a550-f762-11e1-a439-00145eb45e9a,2
7aaced6c-f762-11e1-a439-00145eb45e9a,1
7ab21fe4-f762-11e1-a439-00145eb45e9a,2
7ab37d94-f762-11e1-a439-00145eb45e9a,2
7ab62878-f762-11e1-a439-00145eb45e9a,2
7aba11c2-f762-11e1-a439-00145eb45e9a,1
7acdb466-f762-11e1-a439-00145eb45e9a,1
7afb26e9-aad6-47cb-a5bf-de49dc7597a4,9353
